url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,150,88
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,102,68
/PetervanLunteren/AddaxAI/tree/main,62,12
/PetervanLunteren/AddaxAI/releases,46,27
/PetervanLunteren/AddaxAI/tree/main/install_files,35,14
/PetervanLunteren/AddaxAI/tree/main/install_files/windows,29,11
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,25,18
/PetervanLunteren/AddaxAI/tree/main/classification_utils,24,8
/PetervanLunteren/AddaxAI/issues,22,19
/PetervanLunteren/AddaxAI/issues/92,22,3
