referrer,views_total,views_unique
Google,138,37
github.com,50,12
addaxdatascience.com,36,10
Bing,16,4
forum.addaxai.com,16,2
facebook.com,3,3
cn.bing.com,3,1
slunecnice.cz,3,1
m365.cloud.microsoft,2,2
chatgpt.com,2,1
