referrer,views_total,views_unique
Google,152,41
addaxdatascience.com,105,24
github.com,45,18
gemini.google.com,34,4
support.google.com,18,9
DuckDuckGo,17,1
yandex.ru,13,1
chatgpt.com,7,2
towardsai.net,7,2
wildlabs.net,6,6
