referrer,views_total,views_unique
Google,106,34
github.com,70,11
addaxdatascience.com,38,13
DuckDuckGo,16,2
forum.addaxai.com,14,7
Bing,5,5
perplexity.ai,5,1
chatgpt.com,2,1
slunecnice.cz,2,1
Baidu,1,1
