referrer,views_total,views_unique
Google,76,26
addaxdatascience.com,44,21
github.com,27,10
forum.addaxai.com,17,8
statics.teams.cdn.office.net,8,3
jules.google.com,5,1
chatgpt.com,4,4
Bing,3,3
ya.ru,3,2
ab-rcsc.github.io,2,1
