referrer,views_total,views_unique
github.com,133,22
Google,51,31
addaxdatascience.com,34,15
yandex.ru,16,4
Bing,14,7
web.telegram.org,12,3
theoj.org,7,1
mail.google.com,5,1
towardsai.net,4,1
wildlabs.net,2,2
