referrer,views_total,views_unique
Google,100,39
addaxdatascience.com,51,12
github.com,38,13
chatgpt.com,20,5
Bing,12,7
Yahoo,6,2
forum.addaxai.com,5,2
search.brave.com,5,1
statics.teams.cdn.office.net,2,2
DuckDuckGo,2,1
