referrer,views_total,views_unique
github.com,166,22
Google,101,23
addaxdatascience.com,51,15
web.telegram.org,14,5
Bing,11,4
yandex.ru,11,2
towardsai.net,5,2
mail.google.com,5,1
wildlabs.net,3,3
chatgpt.com,3,2
