referrer,views_total,views_unique
Google,104,29
addaxdatascience.com,74,21
Bing,31,5
github.com,25,8
forum.addaxai.com,10,4
DuckDuckGo,9,2
mail.ru,5,3
linkedin.com,4,1
vk.com,3,1
ya.ru,2,2
