referrer,views_total,views_unique
Google,166,42
addaxdatascience.com,112,29
github.com,52,24
gemini.google.com,40,7
yandex.ru,14,1
chatgpt.com,7,2
towardsai.net,6,1
wildlabs.net,3,3
Bing,2,2
cn.bing.com,2,2
