referrer,views_total,views_unique
Google,132,35
github.com,105,14
addaxdatascience.com,53,10
DuckDuckGo,15,6
Bing,15,4
chatgpt.com,15,1
m365.cloud.microsoft,13,5
forum.addaxai.com,12,4
search.brave.com,8,1
statics.teams.cdn.office.net,2,2
