time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-06 00:00:00+00:00,4,3,41,16
2025-06-07 00:00:00+00:00,7,6,25,6
2025-06-08 00:00:00+00:00,6,3,31,11
2025-06-09 00:00:00+00:00,7,4,69,15
2025-06-10 00:00:00+00:00,1,1,26,15
2025-06-11 00:00:00+00:00,26,7,55,16
2025-06-12 00:00:00+00:00,8,5,55,17
2025-06-13 00:00:00+00:00,11,10,74,9
2025-06-14 00:00:00+00:00,5,4,13,7
2025-06-15 00:00:00+00:00,9,6,13,7
2025-06-16 00:00:00+00:00,5,5,101,14
2025-06-17 00:00:00+00:00,10,8,83,12
2025-06-18 00:00:00+00:00,10,7,158,25
2025-06-19 00:00:00+00:00,2,2,24,11
