referrer,views_total,views_unique
Google,190,38
addaxdatascience.com,95,28
github.com,59,24
gemini.google.com,34,4
support.google.com,17,8
yandex.ru,14,1
chatgpt.com,7,2
towardsai.net,6,1
wildlabs.net,4,4
Bing,2,2
