referrer,views_total,views_unique
Google,55,29
addaxdatascience.com,38,19
github.com,28,13
forum.addaxai.com,20,9
Bing,15,3
statics.teams.cdn.office.net,6,2
jules.google.com,5,1
ya.ru,3,2
pub.towardsai.net,2,2
com.google.android.gm,2,1
