referrer,views_total,views_unique
Google,171,40
github.com,130,8
addaxdatascience.com,58,18
forum.addaxai.com,12,5
Bing,10,7
ecosia.org,4,1
linkedin.com,3,1
slunecnice.cz,2,1
Baidu,1,1
wildlabs.net,1,1
