referrer,views_total,views_unique
Google,138,46
github.com,86,20
addaxdatascience.com,33,13
Bing,24,6
chatgpt.com,18,4
Yahoo,8,3
forum.addaxai.com,5,2
statics.teams.cdn.office.net,2,2
DuckDuckGo,2,1
healthycountryai.org,2,1
