time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-03 00:00:00+00:00,29,18,43,22
2026-03-04 00:00:00+00:00,23,10,41,22
2026-03-05 00:00:00+00:00,13,8,44,20
2026-03-06 00:00:00+00:00,15,9,38,17
2026-03-07 00:00:00+00:00,9,5,21,15
2026-03-08 00:00:00+00:00,6,4,15,8
2026-03-09 00:00:00+00:00,17,8,39,19
2026-03-10 00:00:00+00:00,10,5,24,12
2026-03-11 00:00:00+00:00,50,27,128,40
2026-03-12 00:00:00+00:00,21,13,62,22
2026-03-13 00:00:00+00:00,23,13,89,24
2026-03-14 00:00:00+00:00,13,9,19,11
2026-03-15 00:00:00+00:00,16,10,13,7
2026-03-16 00:00:00+00:00,21,10,70,28
