referrer,views_total,views_unique
Google,236,49
github.com,67,14
Bing,29,4
addaxdatascience.com,27,12
statics.teams.cdn.office.net,9,3
forum.addaxai.com,7,5
towardsai.net,7,2
opensustain.tech,4,1
chatgpt.com,3,2
search.brave.com,3,2
