time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-30 00:00:00+00:00,8,8,51,21
2025-07-31 00:00:00+00:00,5,5,17,10
2025-08-01 00:00:00+00:00,6,6,12,8
2025-08-02 00:00:00+00:00,8,8,25,11
2025-08-03 00:00:00+00:00,5,5,18,7
2025-08-04 00:00:00+00:00,11,10,47,14
2025-08-05 00:00:00+00:00,4,4,74,16
2025-08-06 00:00:00+00:00,10,9,40,22
2025-08-07 00:00:00+00:00,15,8,61,14
2025-08-08 00:00:00+00:00,9,7,38,14
2025-08-09 00:00:00+00:00,3,3,12,8
2025-08-10 00:00:00+00:00,7,6,18,9
2025-08-11 00:00:00+00:00,9,4,52,12
2025-08-12 00:00:00+00:00,6,5,26,16
