referrer,views_total,views_unique
Google,141,39
addaxdatascience.com,83,24
github.com,65,23
Bing,29,3
gemini.google.com,6,3
wildlabs.net,5,2
yandex.ru,2,2
cn.bing.com,2,2
ecosia.org,1,1
wadas.it,1,1
