time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-27 00:00:00+00:00,38,29,149,24
2025-11-28 00:00:00+00:00,26,19,42,15
2025-11-29 00:00:00+00:00,28,22,11,7
2025-11-30 00:00:00+00:00,26,22,9,7
2025-12-01 00:00:00+00:00,75,27,40,17
2025-12-02 00:00:00+00:00,38,17,56,19
2025-12-03 00:00:00+00:00,142,52,101,26
2025-12-04 00:00:00+00:00,26,18,110,22
2025-12-05 00:00:00+00:00,25,16,60,17
2025-12-06 00:00:00+00:00,13,10,12,4
2025-12-07 00:00:00+00:00,5,5,7,6
2025-12-08 00:00:00+00:00,4,4,28,14
2025-12-09 00:00:00+00:00,20,13,72,23
2025-12-10 00:00:00+00:00,2,2,69,27
