time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-19 00:00:00+00:00,7,6,10,7
2025-08-20 00:00:00+00:00,4,4,42,17
2025-08-21 00:00:00+00:00,6,6,28,9
2025-08-22 00:00:00+00:00,4,4,52,19
2025-08-23 00:00:00+00:00,3,3,33,9
2025-08-24 00:00:00+00:00,4,4,20,7
2025-08-25 00:00:00+00:00,6,6,36,18
2025-08-26 00:00:00+00:00,9,8,15,11
2025-08-27 00:00:00+00:00,5,5,16,12
2025-08-28 00:00:00+00:00,3,3,14,9
2025-08-29 00:00:00+00:00,7,7,57,17
2025-08-30 00:00:00+00:00,7,7,9,5
2025-08-31 00:00:00+00:00,7,7,7,6
2025-09-01 00:00:00+00:00,3,3,61,19
