referrer,views_total,views_unique
Google,165,45
addaxdatascience.com,112,28
github.com,64,29
gemini.google.com,20,4
yandex.ru,15,2
chatgpt.com,7,2
towardsai.net,6,1
wildlabs.net,2,2
cn.bing.com,2,2
auc-word-view.officeapps.live.com,1,1
