referrer,views_total,views_unique
github.com,99,12
Google,78,33
addaxdatascience.com,18,8
forum.addaxai.com,18,6
Bing,15,7
chatgpt.com,6,3
yandex.com.tr,6,1
wildlabs.net,3,2
softpedia.com,1,1
statics.teams.cdn.office.net,1,1
