referrer,views_total,views_unique
Google,164,39
addaxdatascience.com,111,28
github.com,49,25
gemini.google.com,39,6
yandex.ru,14,1
chatgpt.com,8,3
towardsai.net,6,1
support.google.com,3,2
Bing,2,2
cn.bing.com,2,2
