url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,104,67
/PetervanLunteren/AddaxAI/tree/main,48,12
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,43,23
/PetervanLunteren/AddaxAI/tree/main/model_info,41,6
/PetervanLunteren/addaxai,41,1
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,34,11
/PetervanLunteren/AddaxAI/issues,33,13
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,27,4
/PetervanLunteren/AddaxAI/issues/80,27,2
/PetervanLunteren/AddaxAI/actions,25,4
