time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-13 00:00:00+00:00,4,4,30,15
2026-01-14 00:00:00+00:00,18,6,50,22
2026-01-15 00:00:00+00:00,19,8,73,28
2026-01-16 00:00:00+00:00,47,22,75,22
2026-01-17 00:00:00+00:00,15,7,44,9
2026-01-18 00:00:00+00:00,40,14,23,8
2026-01-19 00:00:00+00:00,3,3,26,17
2026-01-20 00:00:00+00:00,28,15,33,14
2026-01-21 00:00:00+00:00,11,11,30,17
2026-01-22 00:00:00+00:00,15,6,43,17
2026-01-23 00:00:00+00:00,18,8,28,16
2026-01-24 00:00:00+00:00,14,6,39,9
2026-01-25 00:00:00+00:00,27,9,9,5
2026-01-26 00:00:00+00:00,17,9,22,17
