referrer,views_total,views_unique
Google,115,29
addaxdatascience.com,67,15
github.com,62,14
DuckDuckGo,17,1
support.google.com,15,7
Bing,9,5
mail.google.com,6,1
wildlabs.net,4,4
towardsai.net,1,1
yandex.ru,1,1
