referrer,views_total,views_unique
github.com,104,15
Google,96,27
addaxdatascience.com,39,19
Bing,24,11
forum.addaxai.com,8,3
perplexity.ai,5,1
wildlabs.net,4,3
chatgpt.com,1,1
wadas.it,1,1
yandex.ru,1,1
