referrer,views_total,views_unique
Google,92,37
github.com,41,12
addaxdatascience.com,40,10
chatgpt.com,14,3
Bing,12,7
forum.addaxai.com,6,3
search.brave.com,5,1
statics.teams.cdn.office.net,2,2
DuckDuckGo,2,1
Yahoo,2,1
