time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-28 00:00:00+00:00,7,4,82,29
2025-04-29 00:00:00+00:00,11,4,50,18
2025-04-30 00:00:00+00:00,27,11,133,15
2025-05-01 00:00:00+00:00,7,5,110,18
2025-05-02 00:00:00+00:00,8,5,31,18
2025-05-03 00:00:00+00:00,8,6,23,12
2025-05-04 00:00:00+00:00,4,3,17,6
2025-05-05 00:00:00+00:00,8,5,35,13
2025-05-06 00:00:00+00:00,8,3,57,15
2025-05-07 00:00:00+00:00,2,2,44,13
2025-05-08 00:00:00+00:00,10,6,70,20
2025-05-09 00:00:00+00:00,6,4,23,14
2025-05-10 00:00:00+00:00,3,2,8,4
2025-05-11 00:00:00+00:00,2,2,4,3
