time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,6,4,6,4
2025-10-13 00:00:00+00:00,13,9,37,11
2025-10-14 00:00:00+00:00,15,5,39,18
2025-10-15 00:00:00+00:00,11,6,15,8
2025-10-16 00:00:00+00:00,11,8,20,9
2025-10-17 00:00:00+00:00,10,5,78,18
2025-10-18 00:00:00+00:00,25,8,12,4
2025-10-19 00:00:00+00:00,2,2,34,10
2025-10-20 00:00:00+00:00,8,3,31,11
2025-10-21 00:00:00+00:00,30,9,36,20
2025-10-22 00:00:00+00:00,13,6,30,16
2025-10-23 00:00:00+00:00,8,7,29,18
2025-10-24 00:00:00+00:00,28,17,73,10
2025-10-25 00:00:00+00:00,4,3,22,6
