referrer,views_total,views_unique
Google,81,27
addaxdatascience.com,36,20
github.com,22,12
forum.addaxai.com,17,8
statics.teams.cdn.office.net,6,2
jules.google.com,5,1
Bing,3,3
ya.ru,3,2
chatgpt.com,2,2
pub.towardsai.net,2,2
