referrer,views_total,views_unique
Google,165,32
github.com,80,15
addaxdatascience.com,64,22
Bing,22,9
forum.addaxai.com,10,4
chatgpt.com,9,4
wildlabs.net,5,3
statics.teams.cdn.office.net,2,2
healthycountryai.org,2,1
DuckDuckGo,1,1
