time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-02 00:00:00+00:00,58,35,61,15
2026-01-03 00:00:00+00:00,17,10,10,9
2026-01-04 00:00:00+00:00,22,9,40,17
2026-01-05 00:00:00+00:00,15,6,48,24
2026-01-06 00:00:00+00:00,50,28,135,26
2026-01-07 00:00:00+00:00,10,6,69,22
2026-01-08 00:00:00+00:00,14,9,23,11
2026-01-09 00:00:00+00:00,14,9,32,12
2026-01-10 00:00:00+00:00,18,7,26,17
2026-01-11 00:00:00+00:00,13,10,48,10
2026-01-12 00:00:00+00:00,23,9,53,12
2026-01-13 00:00:00+00:00,4,4,30,15
2026-01-14 00:00:00+00:00,18,6,50,22
2026-01-15 00:00:00+00:00,19,8,73,28
