referrer,views_total,views_unique
Google,139,52
github.com,124,20
addaxdatascience.com,41,15
Bing,18,4
chatgpt.com,16,3
Yahoo,6,2
perplexity.ai,3,1
statics.teams.cdn.office.net,2,2
healthycountryai.org,2,1
search.brave.com,2,1
