referrer,views_total,views_unique
github.com,54,15
Google,53,28
addaxdatascience.com,43,11
Bing,18,7
forum.addaxai.com,8,4
towardsai.net,6,1
wildlabs.net,6,1
search.brave.com,5,1
chatgpt.com,4,2
yandex.ru,3,1
