url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,101,66
/PetervanLunteren/AddaxAI/tree/main,49,12
/PetervanLunteren/AddaxAI/tree/main/model_info,40,5
/PetervanLunteren/addaxai,39,1
/PetervanLunteren/AddaxAI/issues,37,13
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,34,12
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,29,17
/PetervanLunteren/AddaxAI/blob/main/model_info/model_info_v5.json,28,5
/PetervanLunteren/AddaxAI/actions,25,3
/PetervanLunteren/AddaxAI/issues/80,25,2
