referrer,views_total,views_unique
github.com,115,18
Google,106,32
addaxdatascience.com,47,9
forum.addaxai.com,21,6
DuckDuckGo,20,7
chatgpt.com,15,1
m365.cloud.microsoft,12,5
search.brave.com,8,1
Bing,6,3
pub.towardsai.net,3,2
