referrer,views_total,views_unique
github.com,113,19
Google,108,33
addaxdatascience.com,59,11
forum.addaxai.com,22,6
DuckDuckGo,17,6
chatgpt.com,15,1
m365.cloud.microsoft,11,4
search.brave.com,8,1
Bing,7,4
ukc-excel.officeapps.live.com,4,1
