time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-10 00:00:00+00:00,1.0,1.0,26,15
2025-06-11 00:00:00+00:00,26.0,7.0,55,16
2025-06-12 00:00:00+00:00,8.0,5.0,55,17
2025-06-13 00:00:00+00:00,11.0,10.0,74,9
2025-06-14 00:00:00+00:00,5.0,4.0,13,7
2025-06-15 00:00:00+00:00,9.0,6.0,13,7
2025-06-16 00:00:00+00:00,5.0,5.0,101,14
2025-06-17 00:00:00+00:00,10.0,8.0,83,12
2025-06-18 00:00:00+00:00,10.0,7.0,158,25
2025-06-19 00:00:00+00:00,6.0,6.0,25,11
2025-06-20 00:00:00+00:00,4.0,2.0,12,10
2025-06-21 00:00:00+00:00,5.0,4.0,3,3
2025-06-22 00:00:00+00:00,4.0,3.0,13,10
2025-06-23 00:00:00+00:00,,,41,17
