time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-04 00:00:00+00:00,4,3,70,20
2025-09-05 00:00:00+00:00,6,6,59,20
2025-09-06 00:00:00+00:00,1,1,13,8
2025-09-07 00:00:00+00:00,4,4,17,9
2025-09-08 00:00:00+00:00,1,1,39,12
2025-09-09 00:00:00+00:00,13,5,39,21
2025-09-10 00:00:00+00:00,4,3,76,19
2025-09-11 00:00:00+00:00,5,5,12,10
2025-09-12 00:00:00+00:00,14,9,46,17
2025-09-13 00:00:00+00:00,6,6,4,4
2025-09-14 00:00:00+00:00,5,4,11,8
2025-09-15 00:00:00+00:00,32,18,103,21
2025-09-16 00:00:00+00:00,7,4,29,14
2025-09-17 00:00:00+00:00,17,13,45,13
