referrer,views_total,views_unique
Google,91,28
github.com,69,22
addaxdatascience.com,49,13
forum.addaxai.com,47,10
DuckDuckGo,37,3
yandex.ru,29,3
Bing,15,6
search.brave.com,14,1
towardsai.net,10,1
chatgpt.com,5,4
