time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-29 00:00:00+00:00,9,6,42,19
2025-10-30 00:00:00+00:00,18,15,109,48
2025-10-31 00:00:00+00:00,46,24,97,22
2025-11-01 00:00:00+00:00,3,3,13,7
2025-11-02 00:00:00+00:00,11,6,13,11
2025-11-03 00:00:00+00:00,14,6,67,21
2025-11-04 00:00:00+00:00,12,7,69,21
2025-11-05 00:00:00+00:00,17,10,85,19
2025-11-06 00:00:00+00:00,18,8,39,24
2025-11-07 00:00:00+00:00,25,16,94,20
2025-11-08 00:00:00+00:00,15,5,28,9
2025-11-09 00:00:00+00:00,2,2,16,11
2025-11-10 00:00:00+00:00,31,20,70,22
2025-11-11 00:00:00+00:00,17,10,42,18
