referrer,views_total,views_unique
Google,101,30
addaxdatascience.com,79,24
Bing,31,5
github.com,20,7
DuckDuckGo,9,2
forum.addaxai.com,6,4
mail.ru,4,2
ecosia.org,4,1
linkedin.com,4,1
vk.com,3,1
