referrer,views_total,views_unique
Google,237,47
addaxdatascience.com,107,27
github.com,54,23
gemini.google.com,34,4
support.google.com,18,9
yandex.ru,13,1
chatgpt.com,7,2
wildlabs.net,6,6
towardsai.net,6,1
DuckDuckGo,3,1
