referrer,views_total,views_unique
Google,66,23
addaxdatascience.com,46,18
github.com,27,10
forum.addaxai.com,12,6
statics.teams.cdn.office.net,8,3
pub.towardsai.net,6,2
cn.bing.com,6,1
jules.google.com,5,1
Bing,4,4
chatgpt.com,3,3
