time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-25 00:00:00+00:00,27,9,9,5
2026-01-26 00:00:00+00:00,17,9,22,17
2026-01-27 00:00:00+00:00,10,6,79,23
2026-01-28 00:00:00+00:00,21,11,46,17
2026-01-29 00:00:00+00:00,11,7,32,15
2026-01-30 00:00:00+00:00,50,29,75,19
2026-01-31 00:00:00+00:00,7,7,13,8
2026-02-01 00:00:00+00:00,14,10,12,11
2026-02-02 00:00:00+00:00,19,11,79,27
2026-02-03 00:00:00+00:00,9,8,43,21
2026-02-04 00:00:00+00:00,19,12,228,31
2026-02-05 00:00:00+00:00,19,11,38,17
2026-02-06 00:00:00+00:00,22,17,77,20
2026-02-07 00:00:00+00:00,19,10,39,15
