time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-12 00:00:00+00:00,11,6,63,22
2025-05-13 00:00:00+00:00,33,18,200,23
2025-05-14 00:00:00+00:00,8,5,67,17
2025-05-15 00:00:00+00:00,3,3,29,18
2025-05-16 00:00:00+00:00,11,5,61,11
2025-05-17 00:00:00+00:00,15,10,33,9
2025-05-18 00:00:00+00:00,5,5,9,8
2025-05-19 00:00:00+00:00,49,21,194,34
2025-05-20 00:00:00+00:00,21,10,49,12
2025-05-21 00:00:00+00:00,2,2,43,18
2025-05-22 00:00:00+00:00,9,6,70,19
2025-05-23 00:00:00+00:00,11,6,41,17
2025-05-24 00:00:00+00:00,3,3,17,9
2025-05-25 00:00:00+00:00,5,4,40,8
