referrer,views_total,views_unique
Google,101,31
addaxdatascience.com,35,17
github.com,28,11
Bing,21,4
forum.addaxai.com,18,8
DuckDuckGo,9,2
jules.google.com,5,1
ya.ru,4,3
mail.ru,2,2
agentmorris.github.io,1,1
