time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,5,5,7,6
2025-12-08 00:00:00+00:00,4,4,28,14
2025-12-09 00:00:00+00:00,20,13,72,23
2025-12-10 00:00:00+00:00,4,4,71,28
2025-12-11 00:00:00+00:00,7,7,97,27
2025-12-12 00:00:00+00:00,9,9,73,20
2025-12-13 00:00:00+00:00,11,6,84,10
2025-12-14 00:00:00+00:00,18,8,17,11
2025-12-15 00:00:00+00:00,3,3,61,20
2025-12-16 00:00:00+00:00,6,6,50,24
2025-12-17 00:00:00+00:00,17,8,50,15
2025-12-18 00:00:00+00:00,11,7,52,19
2025-12-19 00:00:00+00:00,33,8,64,14
2025-12-20 00:00:00+00:00,10,5,10,8
