referrer,views_total,views_unique
Google,111,32
github.com,79,17
addaxdatascience.com,48,13
forum.addaxai.com,37,9
DuckDuckGo,32,2
yandex.ru,29,3
Bing,15,6
search.brave.com,14,1
towardsai.net,10,1
chatgpt.com,5,4
