referrer,views_total,views_unique
github.com,66,8
Google,43,20
copilot.microsoft.com,42,1
addaxdatascience.com,30,11
Bing,28,11
forum.addaxai.com,17,6
search.brave.com,6,1
yandex.com.tr,6,1
statics.teams.cdn.office.net,3,3
wildlabs.net,3,2
