referrer,views_total,views_unique
github.com,83,22
Google,79,32
addaxdatascience.com,55,24
yandex.ru,12,3
theoj.org,7,1
Bing,5,5
wildlabs.net,4,3
partage.mnhn.fr,2,1
ecosia.org,1,1
wenxiaobai.com,1,1
