url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,124,75
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,35,26
/PetervanLunteren/AddaxAI/tree/main,24,14
/PetervanLunteren/AddaxAI/blob/main/classification_utils/model_types/deepfaune/classify_detections.py,24,8
/PetervanLunteren/AddaxAI/actions,22,2
/PetervanLunteren/AddaxAI/issues,21,9
/PetervanLunteren/AddaxAI/blob/main/EcoAssist_GUI.py,21,1
/PetervanLunteren/AddaxAI/blob/main/README.md,19,16
/PetervanLunteren/AddaxAI/blob/main/AddaxAI_GUI.py,19,15
/PetervanLunteren/AddaxAI/blob/main/crop_detections.py,17,10
