referrer,views_total,views_unique
github.com,114,14
Google,96,34
addaxdatascience.com,59,22
Bing,24,11
forum.addaxai.com,8,3
wildlabs.net,4,3
chatgpt.com,3,3
statics.teams.cdn.office.net,2,2
wadas.it,1,1
yandex.ru,1,1
