time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-09 00:00:00+00:00,14,9,32,12
2026-01-10 00:00:00+00:00,18,7,26,17
2026-01-11 00:00:00+00:00,13,10,48,10
2026-01-12 00:00:00+00:00,23,9,53,12
2026-01-13 00:00:00+00:00,4,4,30,15
2026-01-14 00:00:00+00:00,18,6,50,22
2026-01-15 00:00:00+00:00,19,8,73,28
2026-01-16 00:00:00+00:00,47,22,75,22
2026-01-17 00:00:00+00:00,15,7,44,9
2026-01-18 00:00:00+00:00,40,14,23,8
2026-01-19 00:00:00+00:00,3,3,26,17
2026-01-20 00:00:00+00:00,28,15,33,14
2026-01-21 00:00:00+00:00,11,11,30,17
2026-01-22 00:00:00+00:00,15,6,43,17
