referrer,views_total,views_unique
addaxdatascience.com,112,20
github.com,71,23
Google,51,30
Bing,29,3
wildlabs.net,9,5
ukc-excel.officeapps.live.com,4,2
gemini.google.com,1,1
com.google.android.gm,1,1
theoj.org,1,1
yandex.ru,1,1
