time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-14 00:00:00+00:00,18,8,17,11
2025-12-15 00:00:00+00:00,3,3,61,20
2025-12-16 00:00:00+00:00,6,6,50,24
2025-12-17 00:00:00+00:00,17,8,50,15
2025-12-18 00:00:00+00:00,11,7,52,19
2025-12-19 00:00:00+00:00,33,8,64,14
2025-12-20 00:00:00+00:00,12,7,10,8
2025-12-21 00:00:00+00:00,13,7,19,10
2025-12-22 00:00:00+00:00,10,6,49,12
2025-12-23 00:00:00+00:00,22,8,18,9
2025-12-24 00:00:00+00:00,19,7,30,7
2025-12-25 00:00:00+00:00,19,7,20,8
2025-12-26 00:00:00+00:00,17,6,13,10
2025-12-27 00:00:00+00:00,15,7,49,12
