referrer,views_total,views_unique
github.com,133,21
Google,128,35
forum.addaxai.com,41,9
addaxdatascience.com,28,10
yandex.ru,27,1
DuckDuckGo,15,6
chatgpt.com,15,1
m365.cloud.microsoft,11,4
towardsai.net,10,1
search.brave.com,8,1
