referrer,views_total,views_unique
github.com,69,8
Google,44,20
addaxdatascience.com,33,13
Bing,32,12
forum.addaxai.com,18,6
search.brave.com,6,1
yandex.com.tr,6,1
statics.teams.cdn.office.net,3,3
wildlabs.net,3,2
perplexity.ai,2,2
