referrer,views_total,views_unique
github.com,122,22
Google,111,34
forum.addaxai.com,41,9
addaxdatascience.com,39,12
yandex.ru,30,3
towardsai.net,10,1
DuckDuckGo,8,3
Bing,6,4
softpedia.com,5,3
ukc-excel.officeapps.live.com,4,1
