referrer,views_total,views_unique
Google,140,34
github.com,71,12
addaxdatascience.com,39,13
DuckDuckGo,16,2
forum.addaxai.com,14,7
Bing,6,6
perplexity.ai,5,1
chatgpt.com,2,1
slunecnice.cz,2,1
Baidu,1,1
