referrer,views_total,views_unique
Google,70,34
github.com,43,14
addaxdatascience.com,41,11
Bing,18,7
chatgpt.com,14,3
forum.addaxai.com,6,2
search.brave.com,5,1
statics.teams.cdn.office.net,2,2
DuckDuckGo,2,1
Yahoo,2,1
